"","DATA.Chr","DATA.Pos","adjusted.p.values"
"189","2L",2893165,0.0507393729599428
"190","2L",2913807,2.91712420780235e-05
"191","2L",2975753,0.000420146420834943
"192","2L",3000516,0.505050814288914
"193","2L",3054655,0.389720827486822
"194","2L",3103048,0.798756795651106
"195","2L",3120256,3.32996610714113e-06
"196","2L",3131170,0.107780222616756
"197","2L",3142179,1.63743219057691e-09
"198","2L",3146819,0.511156990834451
"199","2L",3151496,0.000312675084999279
"200","2L",3151520,0.906957250825212
"201","2L",3156861,0.00489539819710473
"202","2L",3158373,0.304376055866608
"203","2L",3160272,0.744003829400358
"204","2L",3160784,0.184863041758518
"205","2L",3173358,0.373700852702393
"206","2L",3186436,0.327794337941862
"207","2L",3191456,0.954076081528335
"208","2L",3193550,0.623272031892782
"209","2L",3215211,0.949097421757286
"210","2L",3224559,1.41767184333007e-07
"211","2L",3224768,0.706533576459448
"212","2L",3268814,0.41463902780742
"213","2L",3270650,0.797730127549744
"214","2L",3277696,0.729027649117678
"215","2L",3281662,1.84626446575018e-07
"216","2L",3318794,0.0284723029011769
"217","2L",3328152,0.54022525701642
"218","2L",3329448,3.0805661857889e-06
"219","2L",3352963,0.519176256908109
"220","2L",3366555,0.0413575087454416
"221","2L",3369844,0.933401257071542
"222","2L",3386159,0.292055840543814
"223","2L",3402785,0.726418853129547
"224","2L",3403265,0.2704291055819
"225","2L",3410589,0.873135865962686
"226","2L",3411425,0.261710087832087
"227","2L",3415412,0.000778741798328706
"228","2L",3427934,2.010056850822e-07
"229","2L",3432674,0.523220862126875
"230","2L",3468550,0.0328262216286675
"231","2L",3523026,0.743073310171479
"232","2L",3523265,1.4081968263239e-08
"233","2L",3531884,0.529982510227328
"234","2L",3535890,0.077146440553294
"235","2L",3550849,0.730149878387208
"236","2L",3574735,0.692765654108863
"237","2L",3586305,0.556239343921221
"238","2L",3601606,1.15238322010325e-08
"239","2L",3606609,0.620447524237525
"240","2L",3663821,0.793011985250221
"241","2L",3664287,0.596942638172962
"242","2L",3673375,0.284480152390814
"243","2L",3682219,0.033113080005669
"244","2L",3698625,0.283852663780795
"245","2L",3711015,0.469155524542256
"246","2L",3717711,0.693485665252868
"247","2L",3730279,2.47409938977366e-13
"248","2L",3731729,0.491675410374242
"249","2L",3750229,5.30313831255148e-06
"250","2L",3757132,0.919559203660031
"251","2L",3766430,0.308546181387737
"252","2L",3792933,0.341478304112723
"253","2L",3793223,2.58750254362252e-05
"254","2L",3819338,0.753353277275593
"255","2L",3821241,0.0852657495009657
"256","2L",3834914,0.0342981019280371
"257","2L",3835965,1.00615059645172e-07
"258","2L",3842973,0.811264517757483
"259","2L",3871146,0.507310296642603
"260","2L",3871847,0.0555681802847273
"261","2L",3917464,0.00917329421072518
"262","2L",3918164,0.827073455249857
"263","2L",3945371,0.273394823923319
"264","2L",3954626,0.0180341263852635
"265","2L",3954787,0.483702096912404
"266","2L",3957210,0.214207620199677
"267","2L",3960700,0.838575531120346
"268","2L",3961282,0.634803537072663
"269","2L",3961910,0.713718695440359
"270","2L",3962973,2.96007561728176e-06
"271","2L",3996929,0.0774259115471486
"272","2L",4010099,0.942470512579583
"273","2L",4013913,0.162642571783001
"274","2L",4023192,0.283214819631007
"275","2L",4042266,0.768951209921985
"276","2L",4045337,0.470458714836406
"277","2L",4053025,0.00182952751797305
"278","2L",4054737,1.12932628143981e-09
"279","2L",4094416,1.20276990966688e-10
"280","2L",4095498,0.589693195649344
"281","2L",4111145,0.746879846749827
"282","2L",4134114,0.000224505420416022
"283","2L",4140774,0.266598627123502
"284","2L",4141348,0.651340589172906
"285","2L",4142221,0.976346785840646
"286","2L",4144478,2.92937524069765e-06
"287","2L",4149188,0.00349159391496295
"288","2L",4149206,0.000664572949934478
"289","2L",4177106,0.0735293316031822
"290","2L",4188945,0.427619934200887
"291","2L",4194767,0.871566984626347
"292","2L",4203214,0.375228258016309
"293","2L",4205781,0.437687388384573
"294","2L",4206527,0.892648941665656
"295","2L",4216452,0.544501384268842
"296","2L",4217544,0.943796166657347
"297","2L",4219678,0.421918036765867
"298","2L",4267112,0.928305091915707
"299","2L",4272647,0.283904977593345
"300","2L",4278249,0.0133422917994228
"301","2L",4278858,0.294152817522101
"302","2L",4280238,0.766052802552835
"303","2L",4345226,0.257344906539041
"304","2L",4355923,0.261621162592213
"305","2L",4363120,0.00977720648008816
"306","2L",4367607,0.0144599718930048
"307","2L",4393756,0.230305778441421
"308","2L",4394165,0.500621847005773
"309","2L",4414055,0.000379693394733254
"310","2L",4427736,0.0346781364353155
"311","2L",4432818,4.24253304558026e-05
"312","2L",4433882,0.206535782179738
"313","2L",4446506,0.522055284470174
"314","2L",4461874,0.890446797423178
"315","2L",4465160,0.044054229554582
"316","2L",4476289,0.435697521238005
"317","2L",4493767,0.897012500323064
"318","2L",4494571,1.20764642679352e-06
"319","2L",4494613,0.780447577323711
"320","2L",4510199,0.002820061996652
"321","2L",4547535,0.229151159173737
"322","2L",4565249,0.000308571488713012
"323","2L",4577392,0.955626453312874
"324","2L",4577423,0.0734584796003664
"325","2L",4586928,0.103595731443371
"326","2L",4589602,0.105535979325121
"327","2L",4600868,0.00224106990559312
"328","2L",4631986,3.54024253960667e-10
"329","2L",4640087,3.44270254842631e-07
"330","2L",4642543,0.561842297539391
"331","2L",4646296,0.346691330652446
"332","2L",4647203,0.959793469996175
"333","2L",4652341,0.947404646767785
"334","2L",4653485,0.0044873522129371
"335","2L",4679111,0.532539599787904
"336","2L",4714888,0.699379174812789
"337","2L",4717111,0.536929362795679
"338","2L",4718475,0.736101717749682
"339","2L",4737951,0.751116316502633
"340","2L",4740645,0.119338432897649
"341","2L",4749752,0.0302439612503197
"342","2L",4790462,0.559603774798166
"343","2L",4792986,0.038342501857283
"344","2L",4794174,0.29538911578145
"345","2L",4799481,0.58442340604162
"346","2L",4799935,0.695998576112688
"347","2L",4810193,0.660234642713764
"348","2L",4817712,0.852665550459636
"349","2L",4850208,0.0195282375379935
"350","2L",4850412,0.00636839091574618
"351","2L",4853886,0.839640479712234
"352","2L",4864738,0.977815055940028
"353","2L",4864962,0.0269544376693927
"354","2L",4869435,0.416896335467271
"355","2L",4869861,0.917990670718946
"356","2L",4886350,0.236961492498203
"357","2L",4894233,0.634644302083376
"358","2L",4895227,0.630519089455483
"359","2L",4899133,0.63027310359962
"360","2L",4912941,0.676437314845864
"361","2L",4917819,0.528440759462826
"362","2L",4976966,0.956939199490038
"363","2L",4977326,0.683827239898099
"364","2L",4996938,0.277176260600117
"365","2L",5026208,0.601664362323862
"366","2L",5071179,0.425761867390544
"367","2L",5080992,0.445993725576479
"368","2L",5082014,0.000348291420564918
"369","2L",5109566,0.761206635648561
"370","2L",5143174,0.881541929756571
"371","2L",5150003,0.680554543203576
"372","2L",5155062,0.977299690718089
"373","2L",5244841,0.00864835978119181
"374","2L",5253484,0.0156141266446827
"375","2L",5255617,0.610517198019659
"376","2L",5263754,0.00192548788753419
"377","2L",5268991,0.616555097360573
"378","2L",5276574,0.929811546277981
"379","2L",5286327,5.8545360818471e-08
"380","2L",5331210,0.915772167724188
"381","2L",5333948,0.27694887494749
"382","2L",5375387,0.577039752195073
"383","2L",5380719,0.0146375874049911
"384","2L",5402633,9.87818770131113e-06
"385","2L",5405149,0.845427760060917
"386","2L",5410028,0.662269168713443
"387","2L",5418131,0.517762737139485
"388","2L",5444600,2.95006311989828e-13
"389","2L",5452044,0.045150100403741
"390","2L",5455298,5.19399563398492e-08
"391","2L",5455383,0.555232574932247
"392","2L",5485319,0.064621087028775
"393","2L",5519052,0.778708104347599
"394","2L",5563938,0.212048738805829
"395","2L",5579290,0.023438807524178
"396","2L",5579303,0.436031120137825
"397","2L",5584573,0.28771084604408
"398","2L",5592133,0.0376656604033411
"399","2L",5593088,0.255638980197831
"400","2L",5595773,0.0248381131043007
"401","2L",5615810,0.947929879290659
"402","2L",5622413,1.20917685370343e-05
"403","2L",5629158,0.00755809298947345
"404","2L",5659701,0.326508849626134
"405","2L",5671577,5.9405457743169e-05
"406","2L",5675944,0.0169825620903868
"407","2L",5682310,0.578591283960003
"408","2L",5712383,0.3590610535528
"409","2L",5720903,1.65662062021367e-06
"410","2L",5732449,0.946151597095678
"411","2L",5736734,0.193182539525403
"412","2L",5743088,0.00254427670783869
"413","2L",5764806,0.281894199418103
"414","2L",5770286,0.000347433364890942
"415","2L",5778361,0.0243641761235604
"416","2L",5787928,0.018345973066148
"417","2L",5808867,0.165016558094019
"418","2L",5824084,0.691568959828164
"419","2L",5841199,0.963667635838051
"420","2L",5846141,0.792555985289925
"421","2L",5847972,0.850453787863132
"422","2L",5848180,0.99650155976102
"423","2L",5861225,3.2045295466301e-06
"424","2L",5894431,0.900793206424918
"425","2L",5901792,0.0634282374725538
"426","2L",5905759,0.259472613191278
"427","2L",5907009,0.517019579917243
"428","2L",5919132,0.262728530443208
"429","2L",6010269,0.0467551836005305
"430","2L",6033194,0.543475919633209
"431","2L",6045890,0.00183021103296883
"432","2L",6069258,0.299827497040506
"433","2L",6084085,0.223740348490503
"434","2L",6087444,0.440583594773208
"435","2L",6094690,0.946089599370388
"436","2L",6099765,0.738623461415639
"437","2L",6105719,0.00303749042052903
"438","2L",6114682,1.08874893757007e-06
"439","2L",6122073,0.634019860491924
"440","2L",6122447,0.214477646880823
"441","2L",6127796,0.526998922768778
"442","2L",6132503,0.859116183522773
"443","2L",6147316,0.00435173643581547
"444","2L",6157009,0.126214832783248
"445","2L",6161464,0.928070044052361
"446","2L",6167648,0.623525742554088
"447","2L",6173692,0.988203686890215
"448","2L",6174585,4.59436549229496e-06
"449","2L",6182722,0.0218045984337351
"450","2L",6200376,8.37016560260683e-06
"451","2L",6222951,0.0755152854897353
"452","2L",6232406,0.821154415732013
"453","2L",6251600,0.856554042505755
"454","2L",6258315,0.238582981084962
"455","2L",6262978,0.963273620651569
"456","2L",6268534,3.23169932438947e-05
"457","2L",6284383,0.0405477547415265
"458","2L",6320542,0.828281015647926
"459","2L",6340365,0.540937297371018
"460","2L",6340984,0.727345984637832
"461","2L",6377837,0.173902571117803
"462","2L",6389836,0.223857151106096
"463","2L",6390182,0.0113188574611797
"464","2L",6422674,0.134639010049298
"465","2L",6445252,0.245340196925942
"466","2L",6445651,0.411778278736416
"467","2L",6465924,0.121685954055696
"468","2L",6466259,2.76521095236974e-05
"469","2L",6471120,0.0188313437530794
"470","2L",6484578,0.13002660499111
"471","2L",6497170,0.266558669797818
"472","2L",6512134,0.819144510850199
"473","2L",6530844,1.26524918463557e-05
"474","2L",6583567,0.977235568749697
"475","2L",6598565,0.741623543650558
"476","2L",6611454,0.120779113532958
"477","2L",6615094,0.925846779627035
"478","2L",6616548,0.866888152184452
"479","2L",6651545,0.508090518562558
"480","2L",6676784,0.371531906637092
"481","2L",6678489,0.691360110494719
"482","2L",6698117,0.577604011885083
"483","2L",6716773,0.0718268511117542
"484","2L",6745476,0.169792738502084
"485","2L",6752189,0.0558096672600276
"486","2L",6753405,0.00201002625265808
"487","2L",6772132,0.628758958686517
"488","2L",6773427,0.919116335869291
"489","2L",6811974,0.00891086246711777
"490","2L",6817992,0.582467334199136
"491","2L",6828808,0.96423459684892
"492","2L",6829432,0.69732029945435
"493","2L",6861033,0.669265191125527
"494","2L",6888541,0.821967030285772
"495","2L",6901623,0.762358844012288
"496","2L",6904117,0.838921053733242
"497","2L",6945292,0.925043620725043
"498","2L",6950865,0.642441779223351
"499","2L",6999037,0.78884999503384
"500","2L",6999933,0.00745492473021943
"501","2L",7004146,0.218823830489908
"502","2L",7009669,0.000437162867033171
"503","2L",7013531,0.983201242691685
"504","2L",7026716,0.640087990931409
"505","2L",7029474,0.482204346419989
"506","2L",7042093,0.090265676343592
"507","2L",7049614,0.435024285775065
"508","2L",7067690,0.65013274711349
"509","2L",7069754,0.408184303167333
"510","2L",7081648,0.0743455990955757
"511","2L",7081702,0.626025169447722
"512","2L",7109168,0.441253363537167
"513","2L",7121059,0.716657265334848
"514","2L",7131749,0.698001299191461
"515","2L",7161635,0.705031416667296
"516","2L",7161867,0.658322153186975
"517","2L",7164376,0.00242107565891041
"518","2L",7167068,0.000256906821215555
"519","2L",7177960,0.749980124103801
"520","2L",7184059,0.0651968942586426
"521","2L",7186962,0.890023653161915
"522","2L",7187706,0.00478301917395287
"523","2L",7198118,0.92564467040211
"524","2L",7228736,0.693582074867529
"525","2L",7229722,0.89678232807504
"526","2L",7235739,0.00769920216920368
"527","2L",7262173,0.0429371992611264
"528","2L",7275029,0.366042414481943
"529","2L",7277782,0.791816349084798
"530","2L",7289646,1.82606151875419e-06
"531","2L",7323526,0.909244883683521
"532","2L",7336731,0.010837477885063
"533","2L",7373235,6.28547962688575e-06
"534","2L",7428809,0.840438768893512
"535","2L",7438805,0.359368613094461
"536","2L",7441370,0.0746244524270388
"537","2L",7444822,0.145063500915081
"538","2L",7462732,2.59092612177246e-05
"539","2L",7476162,0.0291187966861397
"540","2L",7479193,0.535180598348918
"541","2L",7484552,0.2876416539124
"542","2L",7488050,0.00367090921079387
"543","2L",7515007,0.241929798006357
"544","2L",7517323,0.878894019392487
"545","2L",7522250,0.76605760650141
"546","2L",7526112,1.59408018086294e-08
"547","2L",7565495,0.960321056085801
"548","2L",7567868,0.120487035919168
"549","2L",7572507,0.694235002936779
"550","2L",7590273,0.145318971111719
"551","2L",7641447,0.754616589033999
"552","2L",7641760,4.19435153427664e-06
"553","2L",7652302,0.134603346749291
"554","2L",7661394,2.60211582692847e-07
"555","2L",7664189,0.000686490200595192
"556","2L",7699185,1.93758064308626e-11
"557","2L",7715823,0.000708996451565613
"558","2L",7720329,0.0420551771120548
"559","2L",7740873,0.0451686704561128
"560","2L",7745730,0.378624253413951
"561","2L",7747246,0.602130008306718
"562","2L",7750188,0.356563857312129
"563","2L",7760809,0.0112232072910458
"564","2L",7772321,0.809333744918382
"565","2L",7809254,0.741328707288403
"566","2L",7814940,0.926299386639348
"567","2L",7834346,0.106136912270899
"568","2L",7836268,0.538340204914562
"569","2L",7842555,0.72736370441859
"570","2L",7846941,0.00633898703060023
"571","2L",7883402,0.70685169022827
"572","2L",7884570,3.75021782424802e-06
"573","2L",7914690,0.930841126770932
"574","2L",7974161,0.591102887740371
"575","2L",7988827,0.441859268913798
"576","2L",7992928,0.809865415477251
"577","2L",8008469,0.727630700090186
"578","2L",8047903,0.00284629432268925
"579","2L",8073072,5.57333395228021e-06
"580","2L",8100948,0.827797942615351
"581","2L",8102107,0.652860188499946
"582","2L",8111385,0.574637312146988
"583","2L",8113257,0.0278147556200848
"584","2L",8138287,0.682331562877656
"585","2L",8151064,0.957189904407625
"586","2L",8160601,0.00152541132367119
"587","2L",8174497,0.177835965019049
"588","2L",8178767,0.501809303599295
"589","2L",8189847,9.8688428122785e-06
"590","2L",8199739,9.48484563706566e-05
"591","2L",8205180,0.788357109819347
"592","2L",8238279,0.993683295140763
"593","2L",8264424,0.0471581835557754
"594","2L",8264673,0.47287992279309
"595","2L",8283624,0.882585125335821
"596","2L",8307295,0.153944154638236
"597","2L",8328146,0.332546579715537
"598","2L",8331791,0.280212516357804
"599","2L",8348248,0.118882294186542
"600","2L",8349290,2.74388609527477e-06
"601","2L",8428545,1.51753058515207e-07
"602","2L",8466747,0.515259591830664
"603","2L",8504914,0.342430157600878
"604","2L",8505104,0.0011018674203359
"605","2L",8508300,0.396074660002753
"606","2L",8514300,0.634505265636912
"607","2L",8519207,0.738884697275042
"608","2L",8529408,0.0180939702025987
"609","2L",8545387,0.460961278058886
"610","2L",8546530,0.866947568500457
"611","2L",8553833,0.863917065120878
"612","2L",8554410,0.00405811608374497
"613","2L",8570400,0.514942698162009
"614","2L",8575095,0.839489204643346
"615","2L",8582572,3.1686255716177e-11
"616","2L",8589899,0.359339746584535
"617","2L",8613972,0.178510446322848
"618","2L",8614823,0.71029221149018
"619","2L",8627994,0.715609137752135
"620","2L",8636634,8.90980702254524e-05
"621","2L",8646711,0.766929671975392
"622","2L",8657873,0.543165963448183
"623","2L",8664590,0.654941198116263
"624","2L",8673191,0.491577304628892
"625","2L",8700723,0.226047284337738
"626","2L",8721014,0.0309052801330997
"627","2L",8747113,0.407979244389861
"628","2L",8778604,0.926956527937758
"629","2L",8791549,0.114910387543182
"630","2L",8793768,0.0326912882254608
"631","2L",8794455,0.284172304032451
"632","2L",8795041,0.744734703813258
"633","2L",8820218,0.643849011066711
"634","2L",8836567,4.18330571496671e-05
"635","2L",8872228,0.000423428997260669
"636","2L",8897216,0.525425691177086
"637","2L",8898210,0.0254613938729893
"638","2L",8906183,0.547418014802793
"639","2L",8910734,2.05016386064569e-17
"640","2L",8913841,0.00850080670971409
"641","2L",8914725,2.46030744910815e-09
"642","2L",8920523,0.955130867270794
"643","2L",8922666,0.504818625350258
"644","2L",8963943,0.00303578258479258
"645","2L",8971285,0.756649781849787
"646","2L",8972652,0.0795969273424441
"647","2L",8976234,8.81077602134072e-07
"648","2L",8979483,9.27988856164901e-06
"649","2L",8980471,0.140019282169509
"650","2L",8991436,0.252039616139472
"651","2L",8991475,0.851204891304184
"652","2L",8997003,0.000310993630342451
"653","2L",9009659,0.893417014703863
"654","2L",9010598,0.837271187698859
"655","2L",9020594,0.767752759338033
"656","2L",9037176,0.878362712952042
"657","2L",9047981,0.52578079312324
"658","2L",9052774,0.20026617654739
"659","2L",9085513,0.194126402578561
"660","2L",9086405,0.666758698450026
"661","2L",9095448,0.708583499358712
"662","2L",9135932,0.289248800723952
"663","2L",9153406,0.815288295996274
"664","2L",9157190,4.0447169706764e-23
"665","2L",9165218,0.00244593258392593
"666","2L",9186758,0.0802716645956426
"667","2L",9264855,0.742878210467949
"668","2L",9268238,0.0524517642723935
"669","2L",9276482,0.0721378197821334
"670","2L",9310872,5.85761161454522e-07
"671","2L",9311597,0.143291283834336
"672","2L",9317453,0.0279456559428258
"673","2L",9330225,0.492727486039605
"674","2L",9407531,0.566036249921347
"675","2L",9411682,0.685141456525027
"676","2L",9419190,0.285440528202926
"677","2L",9438571,0.758548151506277
"678","2L",9452936,0.741911283441892
"679","2L",9457180,0.489045070192026
"680","2L",9457624,0.0189710383549899
"681","2L",9458935,0.404229539941179
"682","2L",9468152,0.100844776349693
"683","2L",9485648,4.89447361811165e-07
"684","2L",9523873,1.15418910779031e-14
"685","2L",9531223,0.777713927341367
"686","2L",9541042,0.200004839445834
"687","2L",9544324,0.885944044386671
"688","2L",9576198,5.3453503326092e-06
"689","2L",9590399,0.806794895119447
"690","2L",9594699,0.49599946163961
"691","2L",9596680,0.897065407554973
"692","2L",9596688,0.798429925002184
"693","2L",9621760,0.743532573360967
"694","2L",9624537,0.726162633889973
"695","2L",9630899,0.870577089274513
"696","2L",9644749,0.0012590434362478
"697","2L",9657340,0.231923778560565
"698","2L",9660062,0.583860357782465
"699","2L",9661300,0.201756613506491
"700","2L",9667379,1.35367314740969e-06
"701","2L",9677577,0.926209638305552
"702","2L",9701923,0.489707382621386
"703","2L",9702607,0.896820544283333
"704","2L",9702687,0.518103959950662
"705","2L",9725325,0.769501937226274
"706","2L",9748623,0.000792558752854257
"707","2L",9759671,0.74798951681829
"708","2L",9762221,0.59157240450098
"709","2L",9775433,0.537515690152514
"710","2L",9799954,0.866780462028882
"711","2L",9801909,0.0134478529124946
"712","2L",9828817,0.059864313409424
"713","2L",9829648,0.191620501027533
"714","2L",9845629,0.870070450229049
"715","2L",9854529,0.00282136835167663
"716","2L",9881130,0.00376725955331123
"717","2L",9888501,0.72864936743993
"718","2L",9892427,0.225024569225083
"719","2L",9896513,0.447840925300583
"720","2L",9917146,0.0145453692768045
"721","2L",9938558,0.512785037450647
"722","2L",9960448,0.957872093854856
"723","2L",9968891,0.0341993179175912
"724","2L",10015299,0.000108182270847729
"725","2L",10017633,0.917214889016686
"726","2L",10126824,0.482004314133823
"727","2L",10154353,0.000889541132988565
"728","2L",10182324,0.998906768943181
"729","2L",10185534,0.829885184826252
"730","2L",10188577,0.673418321554787
"731","2L",10193424,0.713607202362779
"732","2L",10206305,0.103262367457614
"733","2L",10207237,0.097311126696725
"734","2L",10207713,0.710009862923802
"735","2L",10217465,0.948631143158434
"736","2L",10218315,0.150777641327423
"737","2L",10229350,0.187774014379161
"738","2L",10242268,0.766805931188586
"739","2L",10300816,2.36084141676845e-10
"740","2L",10303364,0.00719759001198918
"741","2L",10324711,0.0850261678756098
"742","2L",10355722,0.914522557696396
"743","2L",10364289,0.757309137922444
"744","2L",10380448,0.959051769955704
"745","2L",10414865,9.76945077314002e-06
"746","2L",10415370,1.83779694260497e-06
"747","2L",10419133,0.47750871166064
"748","2L",10439660,0.035453128544084
"749","2L",10451412,0.0285487211228639
"750","2L",10453399,2.0933402660167e-06
"751","2L",10454031,0.894543802007947
"752","2L",10455083,0.0646552434040675
"753","2L",10456130,0.277884263631413
"754","2L",10460807,0.904055582936471
