"","DATA.Chr","DATA.Pos","adjusted.p.values"
"101","2L",1691314,0.649322486645277
"102","2L",1696287,0.405755749083809
"103","2L",1704884,0.803468701264262
"104","2L",1722650,0.0320159559601531
"105","2L",1727439,0.348185709952331
"106","2L",1743866,0.680904069235057
"107","2L",1751378,0.393563699106953
"108","2L",1761543,0.369047714397225
"109","2L",1773470,0.799194699652714
"110","2L",1774929,0.132032636586471
"111","2L",1783330,0.337089629921976
"112","2L",1792441,0.0423041471040907
"113","2L",1810520,0.813861807764968
"114","2L",1829665,0.801772640050125
"115","2L",1839178,0.431819688819504
"116","2L",1843145,0.462400241140794
"117","2L",1865292,0.631723581932305
"118","2L",1888935,0.417324937520102
"119","2L",1905137,0.69129310663579
"120","2L",1906153,1.85757873440466e-05
"121","2L",1906480,0.585749299710793
"122","2L",1938476,0.221893297001985
"123","2L",1942812,0.944131355528726
"124","2L",1955501,0.880992836689093
"125","2L",1959120,0.795874873923809
"126","2L",1989430,0.0224132106410561
"127","2L",1994736,0.801410692942068
"128","2L",2022091,0.157447332275975
"129","2L",2025907,0.370811173718127
"130","2L",2069715,0.956489345040762
"131","2L",2073985,0.203931486203194
"132","2L",2074805,0.521650050493288
"133","2L",2074909,0.573878957527151
"134","2L",2097169,0.404224774945764
"135","2L",2099913,0.710733763889062
"136","2L",2130677,0.30940527450345
"137","2L",2160568,0.828725614151917
"138","2L",2180904,0.128741661705802
"139","2L",2208895,0.00408804080347668
"140","2L",2268299,0.157412954611878
"141","2L",2270772,0.959287002075923
"142","2L",2322645,0.899580807378567
"143","2L",2328544,0.441335798981386
"144","2L",2333562,0.399865554786034
"145","2L",2345827,0.222813100140043
"146","2L",2347611,0.904419481373522
"147","2L",2350626,0.168279703947884
"148","2L",2371911,0.686830942751461
"149","2L",2398302,0.79088122312678
"150","2L",2422361,0.000654404251983644
"151","2L",2430100,0.575136369383028
"152","2L",2477712,0.264915569928144
"153","2L",2500875,0.872404672074394
"154","2L",2503698,0.818675069327942
"155","2L",2516683,0.211722738353422
"156","2L",2523229,0.453658863069016
"157","2L",2538375,0.872487646089698
"158","2L",2539465,0.519411747585946
"159","2L",2564794,0.0462932326652293
"160","2L",2571821,0.704231859483738
"161","2L",2584633,0.690083020225057
"162","2L",2605627,0.000121233532060955
"163","2L",2610757,0.59059257215423
"164","2L",2620068,0.255594383387202
"165","2L",2642111,0.432561440429683
"166","2L",2643407,0.765569652478167
"167","2L",2652949,0.589908923139751
"168","2L",2656179,0.311515869982682
"169","2L",2668394,0.0952093694073844
"170","2L",2669660,0.429987774353644
"171","2L",2682597,0.595191621122689
"172","2L",2686389,0.0977905014749566
"173","2L",2697981,0.675936849758661
"174","2L",2715119,6.22455079051317e-05
"175","2L",2715758,0.950669052484841
"176","2L",2716078,0.00896871607948754
"177","2L",2722538,0.703709461336435
"178","2L",2722815,0.585105461866078
"179","2L",2729461,0.0638445263258701
"180","2L",2740063,0.866553990347486
"181","2L",2744398,0.995803222112497
"182","2L",2746848,0.110980371963534
"183","2L",2770992,0.0024344118097133
"184","2L",2791541,0.666941614489092
"185","2L",2799370,0.916186339768396
"186","2L",2822235,0.609951639558455
"187","2L",2831524,0.788784564379475
"188","2L",2837037,0.91695873887423
"189","2L",2893165,0.46154966977875
"190","2L",2913807,0.492988174662713
"191","2L",2975753,0.439936246988732
"192","2L",3000516,0.0699514799013189
"193","2L",3054655,0.661165938168463
"194","2L",3103048,0.476110487245405
"195","2L",3120256,0.048418688293859
"196","2L",3131170,0.277719632361883
"197","2L",3142179,0.628599609488485
"198","2L",3146819,0.837792445608993
"199","2L",3151496,0.606745309924973
"200","2L",3151520,0.790155501218817
"201","2L",3156861,0.973915420577871
"202","2L",3158373,0.65797600996249
"203","2L",3160272,0.868252022705319
"204","2L",3160784,0.782728571634122
"205","2L",3173358,0.575364857435327
"206","2L",3186436,0.264950060461504
"207","2L",3191456,0.847629146276664
"208","2L",3193550,0.542138786185152
"209","2L",3215211,0.31502357033551
"210","2L",3224559,0.00489392004442951
"211","2L",3224768,0.318473369658239
"212","2L",3268814,0.0589968371948769
"213","2L",3270650,0.896387335259577
"214","2L",3277696,0.729388919467899
"215","2L",3281662,3.24037705227293e-07
"216","2L",3318794,0.0305729137062785
"217","2L",3328152,0.774501113400769
"218","2L",3329448,9.48724602562917e-06
"219","2L",3352963,0.757622975144303
"220","2L",3366555,0.157568988923435
"221","2L",3369844,0.784532872770293
"222","2L",3386159,0.992249734352897
"223","2L",3402785,0.902338863543341
"224","2L",3403265,0.253964718927964
"225","2L",3410589,0.679658008030122
"226","2L",3411425,0.426631082180197
"227","2L",3415412,0.000214147499202981
"228","2L",3427934,0.00010993899455283
"229","2L",3432674,0.811841322152539
"230","2L",3468550,0.361480084428034
"231","2L",3523026,0.855013758078012
"232","2L",3523265,0.00555250495890317
"233","2L",3531884,0.61993335845342
"234","2L",3535890,0.0713571956834645
"235","2L",3550849,0.890875739488696
"236","2L",3574735,0.476515396022378
"237","2L",3586305,0.637819872285637
"238","2L",3601606,0.00552684497036526
"239","2L",3606609,0.663666245038273
"240","2L",3663821,0.707717344637975
"241","2L",3664287,0.547075600816436
"242","2L",3673375,0.952853628375904
"243","2L",3682219,0.54629001734787
"244","2L",3698625,0.0493618651917808
"245","2L",3711015,0.2591137789891
"246","2L",3717711,0.293852641201954
"247","2L",3730279,0.00174604470500936
"248","2L",3731729,0.764107314495525
"249","2L",3750229,0.0883891047046712
"250","2L",3757132,0.769843103603165
"251","2L",3766430,0.0638864581314641
"252","2L",3792933,0.362681453952792
"253","2L",3793223,0.465587596677856
"254","2L",3819338,0.882858605555893
"255","2L",3821241,1.63176686328716e-05
"256","2L",3834914,0.0163852016989702
"257","2L",3835965,2.04362360584024e-07
"258","2L",3842973,0.811242227323873
"259","2L",3871146,0.751217814540512
"260","2L",3871847,0.238160766561733
"261","2L",3917464,0.262636059361181
"262","2L",3918164,0.791637564159426
"263","2L",3945371,0.315940541819513
"264","2L",3954626,0.591893216565341
"265","2L",3954787,0.438534921255358
"266","2L",3957210,0.168347495345441
"267","2L",3960700,0.587189061854667
"268","2L",3961282,0.826284921848196
"269","2L",3961910,0.852429156071285
"270","2L",3962973,1.91873798712203e-05
"271","2L",3996929,0.314678396916863
"272","2L",4010099,0.772393301640392
"273","2L",4013913,0.00223044519196065
"274","2L",4023192,0.75451277331396
"275","2L",4042266,0.520731148114235
"276","2L",4045337,0.543280405885762
"277","2L",4053025,0.265172755616419
"278","2L",4054737,0.002744141937214
"279","2L",4094416,0.00139459140463016
"280","2L",4095498,0.136421377274988
"281","2L",4111145,0.871245487930652
"282","2L",4134114,0.357124962889123
"283","2L",4140774,0.0325743303556361
"284","2L",4141348,0.46759551608664
"285","2L",4142221,0.852352284842843
"286","2L",4144478,0.00223480466790291
"287","2L",4149188,0.571601793966265
"288","2L",4149206,0.186413630989662
"289","2L",4177106,0.191686310853583
"290","2L",4188945,0.873414284352102
"291","2L",4194767,0.855729046108128
"292","2L",4203214,0.853972612854327
"293","2L",4205781,1.26147803999268e-05
"294","2L",4206527,0.697843520404744
"295","2L",4216452,0.480972712283533
"296","2L",4217544,0.876409751684489
"297","2L",4219678,0.539303034748098
"298","2L",4267112,0.81437847960492
"299","2L",4272647,0.304451921032169
"300","2L",4278249,0.023927747070038
"301","2L",4278858,0.112267922337854
"302","2L",4280238,0.741239845832794
"303","2L",4345226,0.221202608021162
"304","2L",4355923,0.422876407957038
"305","2L",4363120,0.135522476949233
"306","2L",4367607,0.532484071167269
"307","2L",4393756,0.00744815925563024
"308","2L",4394165,0.256054683877895
"309","2L",4414055,0.62247709596535
"310","2L",4427736,0.196874391108307
"311","2L",4432818,0.0538572012953658
"312","2L",4433882,0.149430607731073
"313","2L",4446506,0.00444406042607482
"314","2L",4461874,0.971047626767371
"315","2L",4465160,0.0794490355841072
"316","2L",4476289,0.847371301206793
"317","2L",4493767,0.633504228387567
"318","2L",4494571,0.590965349674513
"319","2L",4494613,0.874835697178181
"320","2L",4510199,0.023049636981511
"321","2L",4547535,0.348709215631231
"322","2L",4565249,0.0099673474062521
"323","2L",4577392,0.829177227321356
"324","2L",4577423,0.874417185548509
"325","2L",4586928,0.0263068344200978
"326","2L",4589602,0.726620890615618
"327","2L",4600868,0.210386112764873
"328","2L",4631986,0.000286836077497414
"329","2L",4640087,0.562464312994147
"330","2L",4642543,0.621576661656175
"331","2L",4646296,0.527432346584685
"332","2L",4647203,0.859055591898578
"333","2L",4652341,0.875872326882342
"334","2L",4653485,0.0104627207054646
"335","2L",4679111,0.465915056119569
"336","2L",4714888,0.670643469276913
"337","2L",4717111,0.1448685521299
"338","2L",4718475,0.685114060456699
"339","2L",4737951,0.925266744520261
"340","2L",4740645,0.0742428398326666
"341","2L",4749752,0.772076490668373
"342","2L",4790462,0.78575325985909
"343","2L",4792986,0.335599810268902
"344","2L",4794174,0.702490352874179
"345","2L",4799481,0.481260529746795
"346","2L",4799935,0.614701137782034
"347","2L",4810193,0.785419147505637
"348","2L",4817712,0.831848139585813
"349","2L",4850208,0.556182679023871
"350","2L",4850412,0.86548368252703
"351","2L",4853886,0.559660371569023
"352","2L",4864738,0.786256190207282
"353","2L",4864962,0.369205260173289
"354","2L",4869435,0.356269972725427
"355","2L",4869861,0.821835368281695
"356","2L",4886350,0.316523374071294
"357","2L",4894233,0.600940652451364
"358","2L",4895227,0.852187073815508
"359","2L",4899133,0.293143331227002
"360","2L",4912941,0.263545358238951
"361","2L",4917819,0.777410199503367
"362","2L",4976966,0.876401678357531
"363","2L",4977326,0.621724455334071
"364","2L",4996938,0.180237479761534
"365","2L",5026208,0.930368161204971
"366","2L",5071179,0.151121710711661
"367","2L",5080992,0.698176997642167
"368","2L",5082014,0.0520327373865196
"369","2L",5109566,0.883332078929166
"370","2L",5143174,0.847559240000658
"371","2L",5150003,0.117659782940438
"372","2L",5155062,0.976513888925474
"373","2L",5244841,0.0319679443548152
"374","2L",5253484,0.351875122891605
"375","2L",5255617,0.0338265263179235
"376","2L",5263754,0.608388483556547
"377","2L",5268991,0.151264646377029
"378","2L",5276574,0.899383700465697
"379","2L",5286327,0.0195420755056534
"380","2L",5331210,0.823536167272203
"381","2L",5333948,0.726141050597878
"382","2L",5375387,0.810612616110371
"383","2L",5380719,0.364217034005083
"384","2L",5402633,0.00897870429151227
"385","2L",5405149,0.71182166005392
"386","2L",5410028,0.601919427578955
"387","2L",5418131,0.749473297336096
"388","2L",5444600,3.68661988308151e-06
"389","2L",5452044,0.860723255957405
"390","2L",5455298,3.72197413442808e-11
"391","2L",5455383,0.458546301299083
"392","2L",5485319,0.0683820506125697
"393","2L",5519052,0.901757962506708
"394","2L",5563938,0.271940434193991
"395","2L",5579290,0.959742388093347
"396","2L",5579303,0.368241922163928
"397","2L",5584573,0.267576609805019
"398","2L",5592133,0.0391130091251798
"399","2L",5593088,0.763489143350398
"400","2L",5595773,0.785763385092267
"401","2L",5615810,0.0026982943858802
"402","2L",5622413,0.0852504746680986
"403","2L",5629158,0.752082776988666
"404","2L",5659701,0.00104380126437449
"405","2L",5671577,0.624351104126003
"406","2L",5675944,0.82687983646747
"407","2L",5682310,0.391835646473616
"408","2L",5712383,0.468515992677319
"409","2L",5720903,0.000495640113659792
"410","2L",5732449,0.849786513212072
"411","2L",5736734,0.234374192021478
"412","2L",5743088,0.0386606917004884
"413","2L",5764806,0.968101472885637
"414","2L",5770286,0.565325484533354
"415","2L",5778361,0.215267395384445
"416","2L",5787928,0.00971871212459828
"417","2L",5808867,0.0658228494871156
"418","2L",5824084,0.676336964800885
"419","2L",5841199,0.84925451740233
"420","2L",5846141,0.900859604396029
"421","2L",5847972,0.022054015243341
"422","2L",5848180,0.0904529401267404
"423","2L",5861225,0.70556835598449
"424","2L",5894431,0.837945631934446
"425","2L",5901792,0.00046217752330443
"426","2L",5905759,0.57873427488949
"427","2L",5907009,0.99591331490959
"428","2L",5919132,0.118144521110013
"429","2L",6010269,0.458327254832714
"430","2L",6033194,0.000263323207711745
"431","2L",6045890,0.0364861809945393
"432","2L",6069258,0.0483920594283603
"433","2L",6084085,0.0581556557442691
"434","2L",6087444,0.52058963340144
"435","2L",6094690,0.872699697166916
"436","2L",6099765,0.671300521271386
"437","2L",6105719,0.78745930894265
"438","2L",6114682,0.00569467221654989
"439","2L",6122073,0.170600236853569
"440","2L",6122447,0.00153809088233741
"441","2L",6127796,0.12670330433372
"442","2L",6132503,0.68072815228828
"443","2L",6147316,0.0905170095380534
"444","2L",6157009,0.760382727078297
"445","2L",6161464,0.891566401343254
"446","2L",6167648,0.612415731558732
"447","2L",6173692,0.429514267507801
"448","2L",6174585,0.00801654707621942
"449","2L",6182722,0.246594285774243
"450","2L",6200376,0.31213954833805
"451","2L",6222951,0.484336713327495
"452","2L",6232406,0.930070691733211
"453","2L",6251600,0.631359384940182
"454","2L",6258315,0.21776080446927
"455","2L",6262978,0.87756321583905
"456","2L",6268534,0.397244065874027
"457","2L",6284383,0.307793148605411
"458","2L",6320542,0.915213552327403
"459","2L",6340365,0.805904091270888
"460","2L",6340984,0.3619691156468
"461","2L",6377837,0.137782227903927
"462","2L",6389836,0.724095527499982
"463","2L",6390182,0.833349314035597
"464","2L",6422674,0.0379316023034456
"465","2L",6445252,0.36239533393054
"466","2L",6445651,0.0400311371944944
"467","2L",6465924,0.213014952980354
"468","2L",6466259,0.595696535463456
"469","2L",6471120,0.779066243581242
"470","2L",6484578,0.0627229976244342
"471","2L",6497170,0.13531951675209
"472","2L",6512134,0.579053509992086
"473","2L",6530844,0.676114429638616
"474","2L",6583567,0.84162622207505
"475","2L",6598565,0.746026883315931
"476","2L",6611454,0.0665114784482131
"477","2L",6615094,0.392405483320623
"478","2L",6616548,0.705733579709955
"479","2L",6651545,0.959510263155159
"480","2L",6676784,0.088394571935233
"481","2L",6678489,0.695976911245097
"482","2L",6698117,0.711786768492553
"483","2L",6716773,1.0674442944572e-05
"484","2L",6745476,0.064165883526348
"485","2L",6752189,0.376177054706733
"486","2L",6753405,0.00668752435328382
"487","2L",6772132,0.190314018257611
"488","2L",6773427,0.797302209809894
"489","2L",6811974,0.00322896861203503
"490","2L",6817992,0.767620563952
"491","2L",6828808,0.915991191747189
"492","2L",6829432,0.602967236915453
"493","2L",6861033,0.644876841544738
"494","2L",6888541,0.570392776422994
"495","2L",6901623,0.861317605157773
"496","2L",6904117,0.0674162137408595
"497","2L",6945292,0.508877703555524
"498","2L",6950865,0.597221586466994
"499","2L",6999037,0.575031618464046
"500","2L",6999933,0.692618419253887
"501","2L",7004146,0.793137299172357
"502","2L",7009669,0.186922782706201
"503","2L",7013531,0.798245481932873
"504","2L",7026716,0.960345042754976
"505","2L",7029474,0.434841026462138
"506","2L",7042093,0.70126224824332
"507","2L",7049614,0.403299619268675
"508","2L",7067690,0.972114855583262
"509","2L",7069754,0.324269910681218
"510","2L",7081648,0.136560077135835
"511","2L",7081702,0.614133546435156
"512","2L",7109168,0.712197873011129
"513","2L",7121059,0.890785654224378
"514","2L",7131749,0.321374171377187
"515","2L",7161635,0.708876547462237
"516","2L",7161867,0.0364324944887861
"517","2L",7164376,0.035089227200711
"518","2L",7167068,0.134830317159809
"519","2L",7177960,0.00663370277461885
"520","2L",7184059,0.46545074580793
"521","2L",7186962,0.657171827485615
"522","2L",7187706,0.231137911585846
"523","2L",7198118,0.852985653733841
"524","2L",7228736,0.297056400049858
"525","2L",7229722,0.191040965791028
"526","2L",7235739,0.286652423841907
"527","2L",7262173,0.7279302897271
"528","2L",7275029,0.287097343228386
"529","2L",7277782,0.899660022477961
"530","2L",7289646,0.156020312767191
"531","2L",7323526,0.772113431334613
"532","2L",7336731,0.635102369339073
"533","2L",7373235,0.858502907094101
"534","2L",7428809,0.4536518101614
"535","2L",7438805,0.558282585762968
"536","2L",7441370,0.0787046673104806
"537","2L",7444822,0.280337488155759
"538","2L",7462732,0.297229945838444
"539","2L",7476162,0.0171817505281988
"540","2L",7479193,0.942417687088398
"541","2L",7484552,0.557519609742774
"542","2L",7488050,0.0260594755079718
"543","2L",7515007,0.693874449182473
"544","2L",7517323,0.761306668682364
"545","2L",7522250,0.386626208380792
"546","2L",7526112,4.16420486508021e-10
"547","2L",7565495,0.849073379310966
"548","2L",7567868,0.0195023688890899
"549","2L",7572507,0.000881816734707587
"550","2L",7590273,0.635653199718147
"551","2L",7641447,0.873082334198977
"552","2L",7641760,0.0819245553318756
"553","2L",7652302,0.299653750537293
"554","2L",7661394,0.679167115563029
"555","2L",7664189,0.586725742846054
"556","2L",7699185,0.00187113503690917
"557","2L",7715823,0.00320098462659197
"558","2L",7720329,0.348120306887336
"559","2L",7740873,1.47677195469208e-05
"560","2L",7745730,0.399263828739729
"561","2L",7747246,0.000795387777160346
"562","2L",7750188,0.435737395297068
"563","2L",7760809,0.630783096054619
"564","2L",7772321,0.558598346620016
"565","2L",7809254,0.868488068717351
"566","2L",7814940,0.75623646719515
"567","2L",7834346,0.351237465704388
"568","2L",7836268,0.116545016904775
"569","2L",7842555,0.0104587568831559
"570","2L",7846941,0.495260348577243
"571","2L",7883402,0.86639860785248
"572","2L",7884570,0.926109178920711
"573","2L",7914690,0.848287011514006
"574","2L",7974161,0.219275892250843
"575","2L",7988827,0.274872073497862
"576","2L",7992928,0.511510088741662
"577","2L",8008469,0.376796043562454
"578","2L",8047903,1.10985331330797e-05
"579","2L",8073072,0.408009366941975
"580","2L",8100948,0.763707829285808
"581","2L",8102107,0.593776268546976
"582","2L",8111385,0.281131523653938
"583","2L",8113257,2.291119347622e-05
"584","2L",8138287,0.284469044870033
"585","2L",8151064,0.33050831047897
"586","2L",8160601,0.337035139298936
"587","2L",8174497,0.387189819501303
"588","2L",8178767,0.296486075092957
"589","2L",8189847,0.974003743110235
"590","2L",8199739,0.523806604875778
"591","2L",8205180,0.50403296716995
"592","2L",8238279,0.870480531629444
"593","2L",8264424,0.0220048076800148
"594","2L",8264673,0.519004885638205
"595","2L",8283624,0.0509182659644302
"596","2L",8307295,0.357111975709034
"597","2L",8328146,0.494069509119674
"598","2L",8331791,0.609881945887323
"599","2L",8348248,0.400559648296669
"600","2L",8349290,0.0265771768711574
"601","2L",8428545,0.000168140990230878
"602","2L",8466747,0.142110328405404
"603","2L",8504914,0.479037850412135
"604","2L",8505104,0.378703525591687
"605","2L",8508300,0.0499809362742053
"606","2L",8514300,0.899736227420402
"607","2L",8519207,0.422078407471969
"608","2L",8529408,0.210828128625264
"609","2L",8545387,0.744322731916057
"610","2L",8546530,0.474627436391641
"611","2L",8553833,0.55380542755784
"612","2L",8554410,0.0666981397620529
"613","2L",8570400,0.704429560057657
"614","2L",8575095,0.592055004712229
"615","2L",8582572,0.00895528607952268
"616","2L",8589899,0.640117311751967
"617","2L",8613972,0.567654147372189
"618","2L",8614823,0.883251239056557
"619","2L",8627994,0.318547188484417
"620","2L",8636634,0.479418664479902
"621","2L",8646711,0.644976569750938
"622","2L",8657873,0.00453220290182032
"623","2L",8664590,0.253266860099503
"624","2L",8673191,0.760688069308225
"625","2L",8700723,0.179523163242766
"626","2L",8721014,0.902611722045795
"627","2L",8747113,0.0589948738696029
"628","2L",8778604,0.88461482325415
"629","2L",8791549,0.000238341751185225
"630","2L",8793768,0.264915569928144
"631","2L",8794455,0.612618019176694
"632","2L",8795041,0.890142493411621
"633","2L",8820218,0.215485773899231
"634","2L",8836567,0.61229252514955
"635","2L",8872228,1.13878767671985e-06
"636","2L",8897216,0.878770017541795
"637","2L",8898210,0.284067001083691
"638","2L",8906183,0.767342321706095
"639","2L",8910734,1.24160920655585e-08
"640","2L",8913841,0.0924362887858074
"641","2L",8914725,0.0112316211349638
"642","2L",8920523,0.21383753492736
"643","2L",8922666,0.592277496552636
"644","2L",8963943,2.60791262544665e-08
"645","2L",8971285,0.43512850617549
"646","2L",8972652,0.284390053364088
"647","2L",8976234,0.0322097987677718
"648","2L",8979483,0.457462285228826
"649","2L",8980471,0.0987518063784964
"650","2L",8991436,0.219878101580448
"651","2L",8991475,0.835910129534495
"652","2L",8997003,0.937509204457617
"653","2L",9009659,0.653754265448113
"654","2L",9010598,0.231349438922941
"655","2L",9020594,0.894821196805794
"656","2L",9037176,0.691158253979164
"657","2L",9047981,0.374696090819751
"658","2L",9052774,0.941357620860703
"659","2L",9085513,0.616554610826216
"660","2L",9086405,0.0433382753391208
"661","2L",9095448,0.654912722253218
"662","2L",9135932,0.23831566223805
"663","2L",9153406,0.677775565137241
"664","2L",9157190,1.93022713149924e-20
"665","2L",9165218,0.836346624726988
"666","2L",9186758,0.201344878604829
"667","2L",9264855,0.908428550362992
"668","2L",9268238,0.0195895102907218
"669","2L",9276482,0.249589967701402
"670","2L",9310872,0.372934530971121
"671","2L",9311597,0.0343233837494769
"672","2L",9317453,0.818499962017929
"673","2L",9330225,0.455819956325894
"674","2L",9407531,0.992998427490347
"675","2L",9411682,0.654665543130185
"676","2L",9419190,0.238170081585301
"677","2L",9438571,0.30449670678486
"678","2L",9452936,0.385027228174717
"679","2L",9457180,0.713202540973584
"680","2L",9457624,0.35552291572444
"681","2L",9458935,0.589914980465689
"682","2L",9468152,0.0753144352882103
"683","2L",9485648,0.267072447403987
"684","2L",9523873,0.000249562089617664
"685","2L",9531223,0.880261025465494
"686","2L",9541042,0.162742245866027
"687","2L",9544324,0.846210628141081
"688","2L",9576198,0.229737104650529
"689","2L",9590399,0.853963430783598
"690","2L",9594699,0.140291152051795
"691","2L",9596680,0.776458094975811
"692","2L",9596688,0.743954161761476
"693","2L",9621760,0.472774263934955
"694","2L",9624537,0.886631487917819
"695","2L",9630899,0.133795307613125
"696","2L",9644749,0.87818157981617
"697","2L",9657340,0.872684714996856
"698","2L",9660062,0.46841905319421
"699","2L",9661300,0.848427996403341
"700","2L",9667379,0.00116326908351256
"701","2L",9677577,0.786094162628027
"702","2L",9701923,0.977901437173322
"703","2L",9702607,0.733400508100445
"704","2L",9702687,0.229065869886532
"705","2L",9725325,0.878577325641185
"706","2L",9748623,0.330418159071014
"707","2L",9759671,0.874338790578885
"708","2L",9762221,0.143859286109495
"709","2L",9775433,0.498712034449519
"710","2L",9799954,0.717303797330851
"711","2L",9801909,0.268466637550062
"712","2L",9828817,0.670113531281103
"713","2L",9829648,0.427873021699841
"714","2L",9845629,0.676572369297074
"715","2L",9854529,0.000110580370225775
"716","2L",9881130,0.172637226557549
"717","2L",9888501,0.374245189843898
"718","2L",9892427,0.188406752197619
"719","2L",9896513,0.637861669960245
"720","2L",9917146,5.7091946469832e-06
"721","2L",9938558,0.953610063502456
"722","2L",9960448,0.829049492612067
"723","2L",9968891,0.643359662810593
"724","2L",10015299,0.00037827764599301
"725","2L",10017633,0.837112326932969
"726","2L",10126824,0.414058427516027
"727","2L",10154353,0.84510411734598
"728","2L",10182324,0.860541633043982
"729","2L",10185534,0.168048463659879
"730","2L",10188577,0.214048393205958
"731","2L",10193424,0.847147848693216
"732","2L",10206305,0.984005123118559
"733","2L",10207237,0.347388626478539
"734","2L",10207713,0.245176632358535
"735","2L",10217465,0.991100723694697
"736","2L",10218315,0.850016989541308
"737","2L",10229350,0.122840437872864
"738","2L",10242268,0.874448313304864
"739","2L",10300816,6.69952700773445e-10
"740","2L",10303364,0.00824729916772411
"741","2L",10324711,0.424181509227147
"742","2L",10355722,0.171409287699879
"743","2L",10364289,0.425164427069727
"744","2L",10380448,0.916429324107178
"745","2L",10414865,0.00269220867994993
"746","2L",10415370,0.00033830220069825
"747","2L",10419133,0.989433277518887
"748","2L",10439660,0.121416249551862
"749","2L",10451412,0.0838265401063861
"750","2L",10453399,0.000141984295451973
"751","2L",10454031,0.716054529440454
"752","2L",10455083,0.032745969350657
"753","2L",10456130,0.909418746969898
"754","2L",10460807,0.000743288538972953
"755","2L",10463725,0.250734967543057
"756","2L",10464589,0.0570642446324099
"757","2L",10480219,0.00484602294336908
"758","2L",10480959,0.144994031402391
"759","2L",10487376,0.420366078244997
"760","2L",10514690,0.0450272520237006
"761","2L",10516797,0.511639964913442
"762","2L",10524405,0.84555882664644
"763","2L",10534135,0.346353630434192
"764","2L",10577102,0.344162657715426
"765","2L",10583511,0.760616745156446
"766","2L",10584796,0.00361665610675448
