"2024-12-19 11:55:40,475 - INFO - TESTING AUTHENTICATION!"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 21 : Corn_Acetochlor"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 22 : Corn_Alachlor"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 23 : Corn_Atrazine"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 24 : Corn_Azoxystrobin"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 25 : Corn_Chlorpyrifos"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 26 : Corn_Clopyralid"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 27 : Corn_Dicamba"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 28 : Corn_Dimethenamid_p"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 29 : Corn_Glufosinate"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 30 : Corn_Glyphosate"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 31 : Corn_Isoxaflutole"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 32 : Corn_Mesotrione"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 33 : Corn_Metolachlor_s"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 34 : Corn_Paraquat"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 35 : Corn_Pendimethalin"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 36 : Corn_Propargite"
"2024-12-19 11:55:43,770 - INFO - global_pesticide_grids_apr_h: Band 37 : Corn_Pyraclostrobin"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 38 : Corn_Simazine"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 39 : Corn_Terbufos"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 40 : Cotton_2_4_d"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 41 : Cotton_Acephate"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 42 : Cotton_Acetochlor"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 43 : Cotton_Bifenthrin"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 44 : Cotton_Chlorpyrifos"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 45 : Cotton_Dicamba"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 46 : Cotton_Dichloropropene"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 47 : Cotton_Dicrotophos"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 48 : Cotton_Diuron"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 49 : Cotton_Fluometuron"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 50 : Cotton_Fomesafen"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 51 : Cotton_Glufosinate"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 52 : Cotton_Glyphosate"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 53 : Cotton_Imidacloprid"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 54 : Cotton_Metolachlor_s"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 55 : Cotton_Msma"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 56 : Cotton_Paraquat"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 57 : Cotton_Pendimethalin"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 58 : Cotton_Prometryn"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 59 : Cotton_Trifluralin"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 60 : OrcGra_2_4_d"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 61 : OrcGra_Calcium_polysulfide"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 62 : OrcGra_Captan"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 63 : OrcGra_Chloropicrin"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 64 : OrcGra_Chlorothalonil"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 65 : OrcGra_Chlorpyrifos"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 66 : OrcGra_Copper_hydroxide"
"2024-12-19 11:55:43,771 - INFO - global_pesticide_grids_apr_h: Band 67 : OrcGra_Copper_sulfate"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 68 : OrcGra_Copper_sulfate_tribasic"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 69 : OrcGra_Dichloropropene"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 70 : OrcGra_Diuron"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 71 : OrcGra_Glufosinate"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 72 : OrcGra_Glyphosate"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 73 : OrcGra_Mancozeb"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 74 : OrcGra_Methyl_bromide"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 75 : OrcGra_Oxyfluorfen"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 76 : OrcGra_Paraquat"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 77 : OrcGra_Pendimethalin"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 78 : OrcGra_Petroleum_oil"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 79 : OrcGra_Ziram"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 80 : Other_2_4_d"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 81 : Other_Acetochlor"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 82 : Other_Atrazine"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 83 : Other_Bacillus_amyloliquifacien"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 84 : Other_Bromoxynil"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 85 : Other_Chloropicrin"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 86 : Other_Chlorothalonil"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 87 : Other_Chlorpyrifos"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 88 : Other_Dicamba"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 89 : Other_Dichloropropene"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 90 : Other_Dimethenamid_p"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 91 : Other_Flutolanil"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 92 : Other_Glyphosate"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 93 : Other_Metam"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 94 : Other_Metolachlor_s"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 95 : Other_Metribuzin"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 96 : Other_Paraquat"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 97 : Other_Pendimethalin"
"2024-12-19 11:55:43,772 - INFO - global_pesticide_grids_apr_h: Band 98 : Other_Phorate"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 99 : Other_Propazine"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 100 : PasHay_2_4_d"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 101 : PasHay_2_4_db"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 102 : PasHay_Aminopyralid"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 103 : PasHay_Atrazine"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 104 : PasHay_Clethodim"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 105 : PasHay_Clopyralid"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 106 : PasHay_Dicamba"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 107 : PasHay_Dichlorprop"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 108 : PasHay_Diuron"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 109 : PasHay_Fluroxypyr"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 110 : PasHay_Glufosinate"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 111 : PasHay_Glyphosate"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 112 : PasHay_Imazapyr"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 113 : PasHay_Mcpa"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 114 : PasHay_Metolachlor_s"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 115 : PasHay_Metribuzin"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 116 : PasHay_Metsulfuron"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 117 : PasHay_Paraquat"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 118 : PasHay_Picloram"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 119 : PasHay_Triclopyr"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 120 : Rice_2_4_d"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 121 : Rice_Acifluorfen"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 122 : Rice_Azoxystrobin"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 123 : Rice_Bentazone"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 124 : Rice_Clomazone"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 125 : Rice_Clothianidin"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 126 : Rice_Copper_sulfate"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 127 : Rice_Cyhalofop"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 128 : Rice_Cyhalothrin_lambda"
"2024-12-19 11:55:43,773 - INFO - global_pesticide_grids_apr_h: Band 129 : Rice_Glyphosate"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 130 : Rice_Halosulfuron"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 131 : Rice_Imazethapyr"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 132 : Rice_Pendimethalin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 133 : Rice_Propanil"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 134 : Rice_Propiconazole"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 135 : Rice_Quinclorac"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 136 : Rice_Saflufenacil"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 137 : Rice_Thiobencarb"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 138 : Rice_Triclopyr"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 139 : Rice_Trifloxystrobin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 140 : Soybean_2_4_d"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 141 : Soybean_Acephate"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 142 : Soybean_Acetochlor"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 143 : Soybean_Acifluorfen"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 144 : Soybean_Chlorpyrifos"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 145 : Soybean_Clethodim"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 146 : Soybean_Dicamba"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 147 : Soybean_Dimethenamid_p"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 148 : Soybean_Flumioxazin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 149 : Soybean_Fomesafen"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 150 : Soybean_Glufosinate"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 151 : Soybean_Glyphosate"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 152 : Soybean_Metolachlor_s"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 153 : Soybean_Metribuzin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 154 : Soybean_Paraquat"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 155 : Soybean_Pendimethalin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 156 : Soybean_Pyraclostrobin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 157 : Soybean_Pyroxasulfone"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 158 : Soybean_Sulfentrazone"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 159 : Soybean_Trifluralin"
"2024-12-19 11:55:43,774 - INFO - global_pesticide_grids_apr_h: Band 160 : VegFru_Bacillus_amyloliquifacien"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 161 : VegFru_Bensulide"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 162 : VegFru_Bentazone"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 163 : VegFru_Captan"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 164 : VegFru_Chloropicrin"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 165 : VegFru_Chlorothalonil"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 166 : VegFru_Copper_hydroxide"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 167 : VegFru_Dichloropropene"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 168 : VegFru_Eptc"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 169 : VegFru_Ethalfluralin"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 170 : VegFru_Ethoprophos"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 171 : VegFru_Glyphosate"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 172 : VegFru_Mancozeb"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 173 : VegFru_Metam"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 174 : VegFru_Metam_potassium"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 175 : VegFru_Methyl_bromide"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 176 : VegFru_Metolachlor_s"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 177 : VegFru_Pendimethalin"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 178 : VegFru_Petroleum_oil"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 179 : VegFru_Thiophanate_methyl"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 180 : Wheat_2_4_d"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 181 : Wheat_Atrazine"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 182 : Wheat_Azoxystrobin"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 183 : Wheat_Bromoxynil"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 184 : Wheat_Chlorpyrifos"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 185 : Wheat_Clopyralid"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 186 : Wheat_Dicamba"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 187 : Wheat_Dimethoate"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 188 : Wheat_Fluroxypyr"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 189 : Wheat_Glyphosate"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 190 : Wheat_Mcpa"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 191 : Wheat_Metconazole"
"2024-12-19 11:55:43,775 - INFO - global_pesticide_grids_apr_h: Band 192 : Wheat_Paraquat"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 193 : Wheat_Pinoxaden"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 194 : Wheat_Propiconazole"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 195 : Wheat_Prothioconazole"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 196 : Wheat_Pyraclostrobin"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 197 : Wheat_Tebuconazole"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 198 : Wheat_Thiophanate_methyl"
"2024-12-19 11:55:43,776 - INFO - global_pesticide_grids_apr_h: Band 199 : Wheat_Tri_allate"
"2024-12-19 11:55:43,776 - INFO - Layer has 3 Dimensions: global_pesticide_grids_apr_l"
"2024-12-19 11:55:43,918 - INFO - Warning: Null Value could not be found in Coverage Description. Default setting for Null Value is NA."
"2024-12-19 11:55:43,918 - INFO - Coverage global_pesticide_grids_apr_l  has 200 bands:"
"2024-12-19 11:55:43,918 - INFO - global_pesticide_grids_apr_l: Band 0 : Alfalfa_2_4_d"
"2024-12-19 11:55:43,918 - INFO - global_pesticide_grids_apr_l: Band 1 : Alfalfa_2_4_db"
"2024-12-19 11:55:43,918 - INFO - global_pesticide_grids_apr_l: Band 2 : Alfalfa_Bromoxynil"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 3 : Alfalfa_Carbaryl"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 4 : Alfalfa_Chlorpyrifos"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 5 : Alfalfa_Clethodim"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 6 : Alfalfa_Cyhalothrin_lambda"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 7 : Alfalfa_Dimethoate"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 8 : Alfalfa_Diuron"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 9 : Alfalfa_Eptc"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 10 : Alfalfa_Glyphosate"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 11 : Alfalfa_Hexazinone"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 12 : Alfalfa_Indoxacarb"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 13 : Alfalfa_Malathion"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 14 : Alfalfa_Metribuzin"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 15 : Alfalfa_Paraquat"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 16 : Alfalfa_Pendimethalin"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 17 : Alfalfa_Phosmet"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 18 : Alfalfa_Sethoxydim"
"2024-12-19 11:55:43,919 - INFO - global_pesticide_grids_apr_l: Band 19 : Alfalfa_Trifluralin"
